Field_Code,Type.x,soil_texture_class,perC_P,perN_P,soilMass,panMass_P,fracPanMass_P,perC_M,perN_M,panMass_M,fracPanMass_M,gP,gM,gCarbonP,gCarbonM,mgCpergSoilP,mgCpergSoilM,propM,Type.y,OM30,BD30,MTC_ha30,CO2e_ha30,DateSampled,DateReceived,Tillage_1to4,Crop2Ago,CropLastYr,CropThisYr,soil_texture_sand,soil_texture_silt,soil_texture_clay,water_capacity,water_capacity_rating,pred_water_capacity,pred_water_capacity_rating,surface_hardness,surface_hardness_rating,subsurface_hardness,subsurface_hardness_rating,aggregate_stability,aggregate_stability_rating,organic_matter,organic_matter_rating,soc,total_c,total_n,ace_soil_protein_index,ace_soil_protein_index_rating,pred_soil_protein,pred_soil_protein_rating,respiration,respiration_rating,active_carbon,active_carbon_rating,ph,ph_rating,p,p_rating,k,k_rating,mg,fe,mn,zn,minor_elements_rating,overall.score,Mod..Morgan.Al..ppm,Mod..Morgan.Ca..ppm,Mod..Morgan.Cu..ppm,Mod..Morgan.S..ppm,Mod..Morgan.B..ppm,CN_ratio,Acres,Owned,Yields,Type,Plants,croprotation,years.since.till,animal,cutshay,till.passes,till.depth,Organic.matter.additions,Soil.amendments,plastic.mulch,herbicides,insecticides,treated.seed,organic,irrigation,Pattern.Drainage.Tile,Longitude,Latitude,Elevation..ft.,Date,ppt.in,ppt.cm,tmeanF,tmeanC
LO17,Hay,sandy loam,1.063584519,0.063873856,21.47,311.24,327.27,5.032278223,0.475695194,306.98,312.57,16.03,5.59,0.170492598,0.281304353,7.940968719,13.10220553,0.622634464,Hay,2.35,1.401383978,49.39878522,181.1288792,6/25/2021,7/6/2021,2,NA,NA,HAY,73.06972,19.31645,7.613832,,,0.168014,70.64531,NA,NA,NA,NA,67.92307,97.98802,2.977728,88.91763,2.330097,2.351,0.187,NA,NA,7.836307,54.96032,0.513555,38.66161,539.1054,67.20305,6.83,100,18.1,100,99.7,100,192.4,6.7,1.4,1.2,100,81.83759,18.77,897.3,0.25,2.39,0.23,12.57219251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0966,44.1409,523,Annual,41.25,104.775,45.2,7.333333333
LO18,Corn,sandy loam,0.772810996,0.0488297,21.84,306.93,319.22,2.669396878,0.276285269,307.45,317.27,12.29,9.82,0.094978471,0.262134773,4.348831108,12.00250794,0.734038228,Corn,2.89,1.437403681,62.31144957,228.4753151,6/25/2021,7/6/2021,2,NA,NA,COG,59.07056,29.20912,11.72032,,,0.180111,76.29665,NA,NA,NA,NA,38.38267,65.91515,3.387235,95.85448,2.229059,2.251,0.2,NA,NA,8.368656,60.90174,0.584488,47.93814,703.7018,89.76918,6.51,100,24.3,100,187.5,100,206,1.9,3.1,2,100,83.66753,7.77,1037.3,1.96,6.95,0.25,11.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1019,44.1432,513,Annual,41.07,104.3178,45.2,7.333333333
LO19,Corn,sandy loam,0.915992115,0.053279914,20.9767,309.41,322.76,3.551968888,0.359631657,310.39,318.38,13.35,7.99,0.122284947,0.283802314,5.829560768,13.52940711,0.69887027,Corn,2.39,1.355271508,48.58648356,178.1504397,6/24/2021,7/6/2021,2,NA,NA,COG,61.4182,26.33242,12.24939,,,0.196108,82.75191,NA,NA,NA,NA,48.62864,83.63012,2.465591,71.97128,NA,1.786,0.156,NA,NA,7.144221,47.08713,0.648328,56.39898,631.3517,81.77327,6.2,96.54818,32.6,100,385.4,100,183.9,8.6,4.4,4.6,100,82.01609,31.15,1863.4,0.25,24.39,0.48,11.44871795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1028,44.1384,480,Annual,40.86,103.7844,45.4,7.444444444
LO20,Corn,sandy loam,0.833004801,0.058053693,29.01,311.02,333.54,4.031848503,0.407378963,306.19,312.03,22.52,5.84,0.187592681,0.235459953,6.466483322,8.116509913,0.55657366,Corn,2.06,1.463874535,45.23372313,165.8569848,6/30/2021,7/6/2021,NA,NA,NA,COG,65.31384,25.80658,8.879582,,,0.190559,80.6516,NA,NA,NA,NA,45.21467,78.51497,2.847768,85.53617,1.876933,1.991,0.165,NA,NA,7.458363,50.66521,0.82566,77.4035,723.598,91.43424,7.11,100,39.9,100,285.3,100,188.1,4.1,4.4,2.4,100,86.42057,9.99,2076.2,1.7,10.35,0.42,12.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1098,44.1439,496,Annual,40.81,103.6574,45.3,7.388888889
LO21,Corn,loam,2.301419798,0.125905745,25.26,305.76,315.97,1.73947067,0.19504833,305.99,321.18,10.21,15.19,0.234974961,0.264225595,9.302255003,10.46023732,0.529297477,Corn,3.36,1.477956063,74.48898558,273.1262804,7/7/2021,7/13/2021,NA,NA,NA,COS,40.01275,41.17676,18.81049,,,0.235356,87.68391,NA,NA,NA,NA,12.0095,14.57063,3.586419,74.26627,NA,2.392,0.212,NA,NA,8.420847,71.97419,0.886663,83.03483,737.9509,90.08171,6.1,91.3659,8.4,100,171.9,100,298.3,4.2,8.8,1.3,100,81.29774,19.35,1217.3,1.12,8.52,0.27,11.28301887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1145,44.1451,484,Annual,40.79,103.6066,45.4,7.444444444
LO22,Corn,loam,1.33,0.07734418,23.67,308.86,320.11,3.163700399,0.290797366,309.5,322.21,11.25,12.71,0.149625,0.402106321,6.321292776,16.98801524,0.728808218,Corn,2.98,1.556725,69.5856075,255.1472275,8/5/2021,8/9/2021,2,CORN,CORN,CORN,47.78826,33.0505,19.16124,,,0.18864,67.02537,NA,NA,NA,NA,19.97815,27.01614,2.764737,39.68906,2.021314,2.101,0.173,NA,NA,6.405131,48.85327,0.645491,56.02626,740.0511,90.2783,7.51,90.62786,24.3,100,78.8,100,181.1,2.1,3.3,0.8,100,71.95163,8.14,2142.3,0.74,5.21,0.5,12.14450867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.108,44.142,496,Annual,40.79,103.6066,45.3,7.388888889
LO23,Corn,loam,1.126122262,0.075281651,26.85,308.32,323.82,0.816152602,0.090081331,305.76,317.39,15.5,11.63,0.174548951,0.094918548,6.500892015,3.535141438,0.352244884,Corn,2.23,NA,NA,NA,8/5/2021,8/16/2021,2,NA,NA,COS,38.71487,43.6727,17.61243,,,0.199898,73.03305,NA,NA,NA,NA,16.56586,21.13063,2.696664,36.80435,1.868,1.868,0.164,NA,NA,6.285848,47.4129,0.546184,42.88174,725.5839,88.86485,6.89,100,18.5,100,146,100,226.8,1.8,2,1.1,100,71.01275,10.96,1575.2,1.1,5.83,0.39,11.3902439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.1,446,Annual,40.25,102.235,45.5,7.5
LO24,Corn,sandy loam,1.977415569,0.156966519,30.66,309.24,333.93,6.362128459,0.66730756,309.35,315.72,24.69,6.37,0.488223904,0.405267583,15.92380639,13.21812077,0.453577442,Corn,3.44,NA,NA,NA,8/9/2021,8/16/2021,NA,NA,NA,COS,69.9411,19.80568,10.25322,,,0.19757,83.28002,NA,NA,NA,NA,52.75838,88.66299,4.050818,99.48192,3.181124,3.239,0.296,NA,NA,13.33945,95.51504,0.695144,62.44334,998.6534,99.69584,6.97,100,80.2,100,380,100,218,2.9,1.9,3.3,100,92.90792,7.69,2274.4,0.86,9.77,0.53,10.94256757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.1,446,Annual,40.25,102.235,45.5,7.5
LO25,Corn,loam,1.62016972,0.098395798,24.74,310.68,323.02,3.114698458,0.31201911,308.27,320.71,12.34,12.44,0.199928943,0.387468488,8.081202243,15.66162038,0.659635993,Corn,3.13,1.506536,70.7318652,259.3501724,8/5/2021,8/9/2021,NA,CORN,CORN,CORN,33.37261,43.83814,22.78925,,,0.231796,86.53224,NA,NA,NA,NA,24.63069,36.17255,3.326951,64.18018,2.352859,2.378,0.208,NA,NA,6.483736,49.80339,0.801543,74.91478,778.0277,93.35614,7.38,97.18748,20.7,100,241,100,267.3,2.8,3.8,0.8,100,80.21468,6.53,1933.3,0.7,10.57,0.62,11.43269231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.118,44.136,396,Annual,40.35,102.489,45.7,7.611111111
LO26,Corn,silty clay loam,3.853916625,0.207678431,22.24,310.44,313.77,1.639849832,0.17933497,310.25,329.45,3.33,19.2,0.128335424,0.314851168,5.770477681,14.15697697,0.710425753,Corn,5.65,1.408395,119.3614763,437.6587463,7/22/2021,7/26/2021,NA,NA,NA,NA,11.13506,53.91712,34.94782,,,0.252965,92.36737,NA,NA,NA,NA,16.30693,16.25956,3.64,34.45783,2.017,2.017,0.206,NA,NA,6.600048,59.2255,0.537672,41.77086,567.7718,48.55851,7.02,100,3,86,138.6,100,322.6,1.7,3.1,0.5,100,67.86396,21.73,2044.9,0.43,6.92,0.13,9.791262136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.1,446,Annual,40.25,102.235,45.5,7.5
LO27,Corn,silt loam,1.331147033,0.080539068,20.87,305.76,310.39,1.006577379,0.114278296,305.99,324.04,4.63,18.05,0.061632108,0.181687217,2.953143633,8.705664442,0.746702783,Corn,3.26,1.399419817,68.43162905,250.9159732,7/28/2021,8/4/2021,NA,NA,NA,COS,16.60096,62.92417,20.47487,,,0.282327,97.00791,NA,NA,NA,NA,3.930364,6.630759,2.531341,30.12767,1.587074,1.605,0.154,NA,NA,5.623496,39.52709,0.520648,39.56953,674.6853,82.74778,7.12,100,13.3,100,163.1,100,166.7,1.6,3.7,0.7,100,69.56107,12.68,1508.3,0.47,7.74,0.21,10.42207792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1229,44.1477,478,Annual,40.74,103.4796,45.4,7.444444444
LO28,Corn,sandy loam,0.78304329,0.039882762,23.19,309.49,321.96,2.628735262,0.240366345,309.44,320.41,12.47,10.97,0.097645498,0.288372258,4.210672631,12.43519872,0.747044024,Corn,4.56,NA,NA,NA,8/4/2021,8/9/2021,NA,NA,NA,COS,57.3595,31.47866,11.16184,,,0.186153,78.87779,NA,NA,NA,NA,44.22274,76.87074,2.57559,76.40796,1.766198,1.814,0.145,NA,NA,6.237788,36.99218,0.482345,34.74608,535.7011,66.58584,6.65,100,14.4,100,161.1,100,183.9,1.5,2.7,0.9,100,77.04806,11.22,995.6,0.18,5.28,0.21,12.51034483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1258,44.1504,487,Annual,40.76,103.5304,45.4,7.444444444
LO30,Corn,sandy loam,0.797050178,0.041990234,28.69,305.72,321.47,2.58,0.235365285,308.91,322.19,15.75,13.28,0.125535403,0.342271084,4.375580448,11.92997853,4.53943531,Corn,NA,NA,NA,NA,8/4/2021,8/9/2021,2,NA,NA,COS,53.45981,32.54075,13.99944,,,0.189218,80.1217,NA,NA,NA,NA,63.49793,96.44971,2.794872,83.97888,1.807,1.807,0.146,NA,NA,6.250758,37.13217,0.602931,50.38972,539.3179,67.24142,6.75,100,5.6,100,133.8,100,132.4,5.3,3.9,0.6,100,81.53136,15.12,744.7,0.35,6.61,0.11,12.37671233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1245,44.1496,485,Annual,40.76,103.5304,45.4,7.444444444
LO31,Corn,silt loam,2.588028208,0.156145973,23.22,305.66,313.09,3.046751058,0.285217703,309.41,326.2,7.43,16.79,0.192290496,0.511549503,8.281244438,22.03055567,0.726797999,Corn,3.48,1.378297525,71.94713081,263.8061463,7/16/2021,7/21/2021,2,NA,NA,COS,29.04684,54.59933,16.35383,,,0.265187,94.71967,NA,NA,NA,NA,37.0669,63.19604,3.903804,84.23654,NA,2.752,0.261,NA,NA,9.508482,81.90264,0.719261,65.45139,761.745,92.1442,6.24,97.72499,15.2,100,295.5,100,223.5,8.2,4.1,2.1,100,87.93755,28.95,1162.3,0.71,11.7,0.23,10.5440613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.1,446,Annual,40.25,102.235,45.5,7.5
LO32,Corn,loam,0.962857092,0.06890603,21.3342,308.78,317.8,1.689611868,0.19236813,309.33,321.53,9.02,12.2,0.08684971,0.206132648,4.070914761,9.662075348,0.703566759,Corn,2.77,1.490103647,61.91380653,227.0172906,7/16/2021,7/21/2021,2,NA,NA,COS,36.56574,44.965,18.46926,,,0.207902,76.94269,NA,NA,NA,NA,13.25996,16.21751,2.824621,42.27491,NA,1.745,0.174,NA,NA,5.938137,43.24023,0.605768,50.76699,584.0874,67.52749,6.3,100,7.7,100,198.5,100,227.3,2.3,5.4,0.8,100,69.69698,24.02,1109.7,0.41,8.24,0.12,10.02873563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.1,446,Annual,40.25,102.235,45.5,7.5
LO33,Corn,loam,0.748511593,0.050553365,20.7428,308.75,319.4,1.973464783,0.213729385,310.45,320.55,10.65,10.1,0.079716485,0.199319943,3.843091803,9.609114637,0.714315133,Corn,2.55,1.50497084,57.56513463,211.0721603,7/23/2021,7/26/2021,1,NA,NA,COS,46.47477,38.75303,14.77221,,,0.191499,68.60202,NA,NA,NA,NA,19.44736,26.04972,2.44,26.68979,1.592,1.592,0.154,NA,NA,5.504183,38.14164,0.509299,38.11978,547.8307,60.20065,6.92,100,15.7,100,183.4,100,134.6,1.1,2.7,0.9,100,65.78036,13.63,1040.1,0.49,6.64,0.16,10.33766234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1237,44.1449,447,Annual,40.55,102.997,45.5,7.5
LO34,Hay,clay loam,1.871365015,0.106858099,20.33,308.79,314.52,1.683071886,0.182592024,308.43,323.15,5.73,14.72,0.107229215,0.247748182,5.27443263,12.18633456,0.697926639,Hay,3.93,1.494878071,88.12306229,323.117895,7/15/2021,7/21/2021,2,NA,NA,HAY,23.13523,47.35832,29.50645,,,0.239,88.78913,NA,NA,NA,NA,19.02732,20.02671,3.356702,23.73738,2.103,2.103,0.196,NA,NA,6.564771,58.76836,0.86822,81.43571,676.5419,69.41714,7.05,100,6.1,100,126.6,100,327.3,5,4.4,0.7,100,74.21744,12.01,1639.6,0.65,5.47,0.25,10.72959184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.1,446,Annual,40.25,102.235,45.5,7.5
LO35,Corn,clay loam,1.59174867,0.102203022,20.1534,308.77,315.53,2.476701252,0.26523847,306.68,320.49,6.76,13.81,0.10760221,0.342032443,5.339159154,16.97145112,0.760689686,Corn,4.03,1.489384,90.0332628,330.1219636,7/23/2021,7/26/2021,NA,NA,NA,COS/BCE,27.72623,38.49227,33.78149,,,0.247678,91.13134,NA,NA,NA,NA,9.785852,9.224435,3.88,44.69649,2.411,2.411,0.217,NA,NA,7.1898,66.6378,0.587325,48.31503,768.9964,83.39722,6.97,100,4.4,100,167.8,100,419.9,1.6,3.3,0.7,100,74.34023,14.76,1729,0.8,5.66,0.23,11.11059908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1,44.154,540,Annual,41.67,105.8418,45.1,7.277777778
NW01C,Corn,sandy loam,0.718229062,0.040678811,20.5971,308.98,325.1,5.481044252,0.468720142,309.48,314.19,16.12,4.71,0.115778525,0.258157184,5.621108059,12.5336666,0.690378528,Corn,2.9,1.39684454,60.76273749,222.7967041,4/9/2021,4/27/2021,2,COS,COS,COS,74.07473767,16.08105798,9.844204353,,,0.161871261,67.55546258,NA,NA,NA,NA,36.5810232,62.17411355,2.64,78.81446014,NA,2.031,0.139,NA,NA,7.928612421,56.00248109,0.320617264,17.58554615,548.3738671,68.85941414,5.37,2.531837239,8.6,100,154.9,100,37.7,6.8,5.2,2,100,65.35233149,77.96,290.1,1.21,16.03,0.04,14.61151079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0212,44.9328,290,Annual,41.6,105.664,45,7.222222222
NW01T,Corn,sandy loam,0.822997715,0.045031593,20.7387,309.38,325.16,8.311610155,0.656258336,310.87,315.85,15.78,4.98,0.129869039,0.413918186,6.262159124,19.95873347,0.761176737,Corn,4.51,1.38687835,93.82232038,344.0151747,4/9/2021,4/27/2021,2,COS,COS,COS,74.02142946,16.53747058,9.441099963,,,0.158110344,65.60020798,NA,NA,NA,NA,48.96625886,84.08907449,4.2,99.70202368,NA,3.771,0.271,NA,NA,12.95558973,94.37789271,0.34189717,19.48000629,679.6067088,87.45226417,5.61,19.38938408,6.1,100,170.1,100,53.9,11.7,3.4,1.8,100,77.00908534,123.21,358,0.79,14.65,0.04,13.91512915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0503,44.92,258,Annual,41.22,104.6988,45.2,7.333333333
NW02C,Corn,sandy loam,0.694274115,0.038256069,20.8179,307.95,322.2,1.970794039,0.194630586,308.94,315.74,14.25,6.8,0.098934061,0.134013995,4.752355492,6.437440599,0.575295613,Corn,1.79,1.386629194,37.23099386,136.5136441,4/7/2021,4/27/2021,2,COS,COS,COS,57.46952742,29.2728679,13.25760468,,,0.171312466,72.2464371,NA,NA,NA,NA,1.880618197,5.285895075,1.44,24.19636522,NA,1.092,0.083,NA,NA,4.611562053,21.28136422,0.398643589,25.10503743,420.687859,44.17393857,6.49,100,10.4,100,34.5,48.66815,42.6,5.6,4.2,2.6,100,54.09571876,18.24,832.7,0.59,2.8,0.13,13.15662651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0709,44.9207,184,Annual,41.05,104.267,45.4,7.444444444
NW02T,Corn,sandy loam,0.348488218,0.02800332,19.8353,310.74,324.23,2.193433105,0.223772979,308.77,315.11,13.49,6.34,0.047011061,0.139063659,2.370070561,7.010917851,0.747353855,Corn,1.72,1.404568335,36.23786304,132.8721645,4/7/2021,4/27/2021,2,COS,COS,COS,64.31309532,26.05541696,9.631487721,,,0.168194046,70.73395836,NA,NA,NA,NA,8.173497421,10.23741524,1.4,22.66273524,NA,1.174,0.101,NA,NA,4.723333573,22.22066884,0.462483309,32.33365079,369.2587724,34.32144127,6.57,100,5,100,26.5,33.204825,33.5,4.6,3.5,1.3,100,52.57146947,14.53,1113,0.36,4.03,0.06,11.62376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0818,44.9193,154,Annual,40.86,103.7844,45.6,7.555555556
NW03C,Corn,sandy loam,0.955908324,0.072290167,18.7548,305.56,318.53,4.5524613,0.486221608,305.99,311.96,12.97,5.97,0.12398131,0.27178194,6.610644188,14.491327,0.686728594,Corn,3.38,1.472338425,74.64755815,273.7077132,4/8/2021,4/27/2021,2,COS,COS,COS,66.68657164,18.65207565,14.66135271,,,0.198038593,83.44697269,NA,NA,NA,NA,36.6096556,62.23457972,3.46,96.59994853,NA,2.271,0.212,NA,NA,8.794527753,65.48457718,0.646909169,56.21269034,746.9965464,93.12258008,6.45,100,31.3,100,334.4,100,230.8,2,4,3.6,100,85.71013485,10.19,1372.4,2.95,11.78,0.38,10.71226415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1248,44.8141,210,Annual,39.26,99.7204,45.7,7.611111111
NW03T,Corn,sandy loam,2.298174295,0.223917258,20.2857,309.48,320.44,3.825425818,0.38298402,308.98,313.74,10.96,4.76,0.251879903,0.182090269,12.41662367,8.976287184,0.41959167,Corn,3.78,1.370215401,77.69121324,284.8677819,4/6/2021,4/27/2021,2,COS,COS,COS,72.02931064,15.63651367,12.33417569,,,0.188580887,79.86671263,NA,NA,NA,NA,37.58928032,64.28439998,2.85,85.5995621,NA,2,0.189,NA,NA,7.427425454,50.31260175,0.505043123,37.58028146,642.3649564,83.19311864,6.63,100,27.7,100,258.9,100,154.9,2.7,3.5,3.1,100,80.08366766,7.33,1128.5,3.64,6.26,0.37,10.58201058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.1251,44.8111,185,Annual,39.24,99.6696,45.8,7.666666667
NW04C,Corn,loam,0.695652035,0.056844907,15.7429,308.49,324.37,5.347789673,0.569095458,308.86,313.45,15.88,4.59,0.110469543,0.245463546,7.017102513,15.59201583,0.689633961,Corn,3.81,1.342398695,76.71808542,281.2996465,4/7/2021,4/27/2021,2,COS,COS,COS,40.95754936,40.07988759,18.96256305,,,0.250752314,91.86712719,NA,NA,NA,NA,44.91298235,78.02220797,5.37,99.57724339,NA,3.756,0.331,NA,NA,12.5746557,96.71749122,0.824241726,77.26107779,1078.625484,99.91191164,6.78,100,8.7,100,204.2,100,288.7,3.7,3.2,1.9,100,94.33570592,35.84,1779.8,0.43,9.5,0.33,11.34743202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8139,44.9818,545,Annual,44.08,111.9632,43.9,6.611111111
NW04H,Hay,sandy clay loam,3.942557193,0.340680727,20.88,309.9,326.84,9.79388749,0.850023361,309.1,312.58,16.94,3.48,0.667869188,0.340827285,31.98607225,16.32314582,5.53943531,Hay,4.52,1.233856102,83.65544372,306.736627,4/7/2021,4/27/2021,2,GRE,GRE,GRE,55.32757126,15.63926014,29.0331686,,,0.235630388,87.76956589,NA,NA,NA,NA,74.06901899,99.16380755,6.17,99.97860274,NA,4.105,0.328,NA,NA,13.58258108,98.40729502,1.122160423,95.91174174,963.3533934,99.38707269,6.22,97.18748174,4.4,100,88.6,100,229.7,10.2,2.4,1.6,100,97.78055674,169.62,1327.1,0.39,10.3,0.15,12.5152439,1,1,2,hay,Grasses (less than 30% legume),,NA,,4,0,0,Dairy manure (liquid) ,"Synthetic fertilizers (i.e. Urea, Nitran, etc.) ",0,0,0,0,0,0,0,-72.8122,44.9823,558,Annual,44.15,112.141,43.9,6.611111111
NW04T,Corn,sandy loam,0.515997262,0.053041087,18.4616,308.7,322.08,5.451525229,0.540556195,305.76,311.11,13.38,5.35,0.069040434,0.2916566,3.739677691,15.79801316,0.808591623,Corn,3.61,1.263469616,68.41687971,250.8618923,4/7/2021,4/27/2021,2,COS,COS,COS,68.24547756,22.62645125,9.128071188,,,0.176310411,74.58789206,NA,NA,NA,NA,37.242261,63.56263106,3.34,95.30328842,NA,2.269,0.204,NA,NA,8.699988055,64.48395551,0.4341101,29.01432322,654.7788738,84.7057415,5.98,79.33733123,4.5,100,86.5,100,81,3.1,3.2,0.9,100,79.0995163,61.94,901,0.16,6.61,0.12,11.12254902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.8139,44.9818,545,Annual,44.08,111.9632,43.9,6.611111111
NW05C,Corn,silt loam,1.653467184,0.102017627,11.45,310.51,313.9,2.400783584,0.235768586,305.72,313.98,3.39,8.26,0.056052538,0.198304724,4.895418125,17.31918987,0.779630677,Corn,3.24,1.281568944,62.28425068,228.3755858,4/14/2021,4/27/2021,3,COS,COS,COS,25.13056,58.10534,16.7641,,,0.255557,92.9233,NA,NA,NA,NA,42.73349,74.27544,3.59,74.39449,NA,2.297,0.202,NA,NA,8.379725,71.55301,0.685213,61.18114,635.2713,76.76703,6.25,97.9595,8.3,100,104.4,100,145.2,5.2,8.1,1.2,100,84.90539,43.05,1174.2,0.55,14.48,0.15,11.37128713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9812,44.6867,522,Annual,42.6,108.204,44.6,7
NW05T,Corn,silt loam,1.473311664,0.122619493,18.6713,308.94,314.54,2.114573631,0.219930399,310.92,323.56,5.6,12.64,0.082505453,0.267282107,4.418838173,14.31513108,0.764126966,Corn,2.75,1.260639946,52.00139777,190.6717918,4/14/2021,4/27/2021,3,COS,COS,COS,19.1415,62.20989,18.64861,,,0.274183,96.05121,NA,NA,NA,NA,35.26948,59.37466,3.57,73.6742,NA,2.301,0.209,NA,NA,8.155626,69.20624,0.600093,50.01242,711.5282,87.35628,6.59,100,6.4,100,49.5,74.5459,128.8,5,4.8,0.6,100,81.02209,46.31,1560.4,0.29,8.74,0.13,11.00956938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9806,44.6855,517,Annual,42.55,108.077,44.6,7
NW06C,Corn,silt loam,2.098993964,0.144597862,21,306.54,318.77,3.223909422,0.284724509,309.52,318.62,12.23,9.1,0.256706962,0.293375757,12.22414104,13.97027416,0.533330256,Corn,4.1,NA,NA,NA,4/20/2021,4/28/2021,NA,NA,COS,COS,35.71246216,51.04910235,13.23843549,,,0.241674979,89.55395352,NA,NA,NA,NA,44.692405,77.65786266,4.29,92.41186998,NA,3.031,0.243,NA,NA,9.580459348,82.47119763,0.715004871,64.92697052,732.6280084,89.57043969,6.8,100,5.3,100,167.5,100,188.2,2.3,3.5,0.9,100,89.6592294,67.25,1936.4,0.1,20.9,0.32,12.47325103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9652,44.908,342,Annual,41.96,106.5784,44.9,7.166666667
NW06T,Corn,loam,1.429007662,0.101412518,20.61,311.24,321.9,4.191980462,0.384996423,309.41,321.18,10.66,11.77,0.152332217,0.4933961,7.391179853,23.93964582,0.764092401,Corn,5.62,1.23095519,103.7695225,380.4882492,4/20/2021,4/28/2021,NA,NA,COS,COS,44.66631992,40.29441259,15.03926749,,,0.241028783,89.37272855,NA,NA,NA,NA,30.85331383,49.67489629,4.87,98.11350842,NA,3.589,0.309,NA,NA,15.11363121,99.54754195,0.736284778,67.51872785,998.2723941,99.64632533,6.64,100,18.8,100,306.9,100,288.9,3.4,3.7,2.8,100,90.38737284,30.16,1816,0.17,13.92,0.43,11.61488673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9557,44.9023,358,Annual,41.97,106.6038,44.9,7.166666667
